team_short_name,team,team_id,position,first_name,last_name,full_name,jersey_number,age,height,weight,madden_score,total_salary,signing_bonus,birthday,years_pro
ATL,Seahawks,28,K,Jason,Myers,Jason Myers,5,30,70,190,77,8950000,6500000,674006400,6
ATL,Seahawks,28,LOLB,Jordyn,Brooks,Jordyn Brooks,56,23,72,240,77,2000000,10230000,877392000,1
ATL,Seahawks,28,DT,Poona,Ford,Poona Ford,97,25,71,310,77,5350000,7000000,816739200,3
ATL,Seahawks,28,CB,Tre,Flowers,Tre Flowers,21,26,75,203,77,3890000,280000,802051200,3
ATL,Seahawks,28,TE,Will,Dissly,Will Dissly,89,25,76,265,77,2460000,640000,836784000,3
CHI,Buccaneers,6,HB,Giovani,Bernard,Giovani Bernard,25,29,69,205,77,500000,490000,690768000,8
CHI,Buccaneers,6,SS,Jordan,Whitehead,Jordan Whitehead,33,24,70,198,77,4140000,680000,858643200,3
ATL,Titans,30,RE,Denico,Autry,Denico Autry,96,31,77,285,77,12500000,8940000,648000000,7
ATL,Commanders,26,FS,Bobby,McCain,Bobby McCain,38,28,71,192,77,1250000,230000,745632000,6
ATL,Commanders,26,C,Chase,Roullier,Chase Roullier,73,28,76,312,77,22240000,16460000,746064000,4
ATL,Commanders,26,HB,J.D.,McKissic,J.D. McKissic,41,28,70,195,77,1750000,1500000,745372800,5
ATL,Commanders,26,TE,Logan,Thomas,Logan Thomas,82,30,78,250,77,3890000,2260000,678326400,7
ARI,Cardinals,7,LT,D.J.,Humphries,D.J. Humphries,74,27,77,307,76,14750000,29000000,757036800,6
ARI,Cardinals,7,FS,Jalen,Thompson,Jalen Thompson,34,23,71,190,76,2540000,320000,900720000,2
ARI,Cardinals,7,MLB,Jordan,Hicks,Jordan Hicks,58,29,73,236,76,14500000,17000000,709603200,6
ATL,Falcons,14,HB,Cordarrelle,Patterson,Cordarrelle Patterson,84,30,74,220,76,1300000,1700000,669168000,8
ATL,Ravens,25,MLB,Patrick,Queen,Patrick Queen,6,22,72,229,76,5760000,6400000,934502400,1
CHI,Bills,3,RT,Daryl,Williams,Daryl Williams,75,29,78,330,76,17040000,6960000,715219200,6
CHI,Bills,3,TE,Dawson,Knox,Dawson Knox,88,24,76,257,76,2680000,840000,847929600,2
CHI,Bills,3,CB,Levi,Wallace,Levi Wallace,39,26,72,179,76,1150000,530000,802915200,3
CHI,Bills,3,K,Tyler,Bass,Tyler Bass,2,24,70,185,76,3300000,190000,855878400,1
ATL,Panthers,21,WR,David,Moore,David Moore,83,26,72,220,76,3490000,1260000,790128000,4
CHI,Bears,1,ROLB,Robert,Quinn,Robert Quinn,94,31,76,250,76,41000000,29000000,642988800,10
CHI,Bears,1,HB,Tarik,Cohen,Tarik Cohen,29,26,66,191,76,10750000,8790000,806716800,4
CHI,Bengals,2,WR,Auden,Tate,Auden Tate,19,24,77,228,76,2460000,0,854928000,3
CHI,Browns,5,MLB,Anthony,Walker Jr,Anthony Walker Jr,54,26,73,235,76,1260000,580000,807840000,4
CHI,Browns,5,CB,Greg,Newsome II,Greg Newsome II,20,21,72,192,76,12748736,6630000,958608000,0
CHI,Browns,5,DT,Malik,Jackson,Malik Jackson,97,31,77,285,76,500000,1340000,632016000,9
CHI,Browns,5,WR,Rashard,Higgins,Rashard Higgins,82,26,73,198,76,500000,630000,781488000,5
CHI,Browns,5,CB,Troy,Hill,Troy Hill,23,30,71,180,76,5050000,2250000,683424000,6
KAN,Cowboys,11,CB,Anthony,Brown,Anthony Brown,30,27,71,196,76,9750000,5750000,755913600,5
KAN,Cowboys,11,CB,Jourdan,Lewis,Jourdan Lewis,26,26,70,195,76,9000000,4480000,809827200,4
CHI,Broncos,4,CB,Patrick,Surtain II,Patrick Surtain II,2,21,74,202,76,8360000,12600000,955670400,0
ATL,Packers,20,HB,A.J.,Dillon,A.J. Dillon,28,23,72,247,76,3530000,1750000,894067200,1
ATL,Packers,20,TE,Marcedes,Lewis,Marcedes Lewis,89,37,78,267,76,2590000,2200000,453772800,15
ATL,Packers,20,WR,Marquez,Valdes-Scantling,Marquez Valdes-Scantling,83,26,76,206,76,3890000,200000,781747200,3
ATL,Texans,32,LE,Shaq,Lawson,Shaq Lawson,93,27,75,267,76,11000000,13330000,771811200,5
KAN,Colts,10,CB,Rock,Ya-Sin,Rock Ya-Sin,26,25,72,192,76,3070000,4840000,832809600,2
KAN,Colts,10,K,Rodrigo,Blankenship,Rodrigo Blankenship,3,24,73,184,76,2290000,20000,854496000,1
ATL,Jaguars,17,RG,A.J.,Cann,A.J. Cann,60,29,75,315,76,9250000,5780000,688176000,6
ATL,Jaguars,17,HB,Carlos,Hyde,Carlos Hyde,24,30,72,229,76,3040000,1390000,653788800,7
ATL,Jaguars,17,WR,Laviska,Shenault Jr,Laviska Shenault Jr,10,22,73,227,76,4080000,3620000,907545600,1
ATL,Jaguars,17,HB,Travis,Etienne Jr,Travis Etienne Jr,1,22,70,215,76,12898105,6740000,917308800,0
ATL,Jaguars,17,CB,Tre,Herndon,Tre Herndon,37,25,71,185,76,1500000,500000,825984000,3
KAN,Chiefs,9,CB,Charvarius,Ward,Charvarius Ward,35,25,73,196,76,3380000,0,832204800,3
KAN,Chiefs,9,RG,Kyle,Long,Kyle Long,69,32,78,313,76,500000,1000000,597283200,7
ATL,Raiders,23,CB,Rasul,Douglas,Rasul Douglas,38,26,74,209,76,850000,0,809654400,4
MIA,Dolphins,12,WR,Jaylen,Waddle,Jaylen Waddle,17,22,70,180,76,10020000,17070000,911952000,0
ATL,Patriots,22,QB,Cam,Newton,Cam Newton,1,32,77,245,76,1920000,3500000,610848000,10
ATL,Patriots,22,RE,Deatrich,Wise Jr,Deatrich Wise Jr,91,27,77,271,76,12000000,10000000,775180800,4
ATL,Patriots,22,P,Jake,Bailey,Jake Bailey,7,24,74,202,76,2540000,280000,866592000,2
ATL,Saints,27,LG,Andrus,Peat,Andrus Peat,75,27,79,316,76,35510000,22000000,752371200,6
ATL,Jets,18,DT,Folorunso,Fatukasi,Folorunso Fatukasi,94,26,76,315,76,3890000,160000,794275200,3
ATL,Jets,18,RT,Morgan,Moses,Morgan Moses,78,30,78,330,76,3000000,0,667958400,7
ATL,Jets,18,LE,Vinny,Curry,Vinny Curry,99,33,75,279,76,500000,800000,583632000,9
MIA,Eagles,13,RE,Derek,Barnett,Derek Barnett,96,25,75,259,76,15420000,7480000,835660800,4
MIA,Eagles,13,ROLB,Eric,Wilson,Eric Wilson,50,26,73,230,76,500000,880000,780537600,4
MIA,Eagles,13,RE,Josh,Sweat,Josh Sweat,94,24,77,251,76,2460000,600000,859593600,3
ATL,Steelers,29,P,Jordan,Berry,Jordan Berry,4,30,77,195,76,850000,100000,669254400,6
ATL,Steelers,29,HB,Najee,Harris,Najee Harris,22,23,74,230,76,6200000,6850000,889401600,0
SFO,49ers,15,CB,Emmanuel,Moseley,Emmanuel Moseley,4,25,71,190,76,3440000,5940000,827712000,3
SFO,49ers,15,QB,Jimmy,Garoppolo,Jimmy Garoppolo,10,29,74,225,76,126850000,10000000,689040000,7
ATL,Seahawks,28,CB,D.J.,Reed Jr,D.J. Reed Jr,29,24,69,193,76,2460000,0,847670400,3
ATL,Seahawks,28,HB,Rashaad,Penny,Rashaad Penny,20,25,71,220,76,4860000,5920000,823219200,3
CHI,Buccaneers,6,TE,Cameron,Brate,Cameron Brate,84,30,77,245,76,30120000,5210000,678499200,7
CHI,Buccaneers,6,FS,Mike,Edwards,Mike Edwards,32,25,70,205,76,2560000,840000,832377600,2
CHI,Buccaneers,6,WR,Scotty,Miller,Scotty Miller,10,24,69,174,76,2540000,120000,870307200,2
CHI,Buccaneers,6,DT,Steve,McLendon,Steve McLendon,96,35,75,310,76,990000,0,505094400,12
ATL,Titans,30,WR,Josh,Reynolds,Josh Reynolds,18,26,75,192,76,500000,1250000,792892800,4
ATL,Titans,30,RG,Nate,Davis,Nate Davis,64,24,75,316,76,2770000,920000,843436800,2
ATL,Commanders,26,SS,Kamren,Curl,Kamren Curl,31,22,73,198,76,3300000,110000,922838400,1
ARI,Cardinals,7,LOLB,Dennis,Gardeck,Dennis Gardeck,45,27,72,232,75,3380000,0,776390400,3
ARI,Cardinals,7,LOLB,Devon,Kennard,Devon Kennard,42,30,75,256,75,14250000,4500000,677721600,7
ATL,Falcons,14,WR,Russell,Gage Jr,Russell Gage Jr,14,25,72,186,75,3890000,160000,822268800,3
CHI,Bills,3,WR,Gabriel,Davis,Gabriel Davis,13,22,74,210,75,3300000,680000,922924800,1
CHI,Bills,3,RG,Jon,Feliciano,Jon Feliciano,76,29,76,325,75,9900000,4280000,697680000,6
CHI,Bills,3,HB,Matt,Breida,Matt Breida,22,26,70,195,75,780000,140000,793929600,4
CHI,Bills,3,HB,Zack,Moss,Zack Moss,20,23,69,205,75,3700000,920000,882144000,1
ATL,Panthers,21,RE,Yetur,Gross-Matos,Yetur Gross-Matos,97,23,77,266,75,4200000,4000000,888451200,1
CHI,Bears,1,WR,Anthony,Miller,Anthony Miller,17,26,71,199,75,3380000,1960000,781660800,3
CHI,Bears,1,DT,Mike,Pennel,Mike Pennel,79,30,76,332,75,1000000,0,673747200,8
CHI,Bengals,2,CB,Darius,Phillips,Darius Phillips,23,25,70,190,75,2460000,200000,835747200,3
CHI,Bengals,2,CB,Eli,Apple,Eli Apple,20,26,73,199,75,1010000,0,807926400,5
CHI,Bengals,2,WR,Ja'Marr,Chase,Ja'Marr Chase,1,21,72,201,75,11060000,19760000,951868800,0
CHI,Bengals,2,LT,Jonah,Williams,Jonah Williams,73,23,76,305,75,2000000,15630000,879724800,2
CHI,Bengals,2,ROLB,Logan,Wilson,Logan Wilson,55,25,74,241,75,3790000,1150000,836784000,1
CHI,Bengals,2,LE,Sam,Hubbard,Sam Hubbard,94,26,77,265,75,4040000,920000,804384000,3
CHI,Browns,5,DT,Andrew,Billings,Andrew Billings,99,26,73,328,75,500000,3000000,794448000,5
CHI,Browns,5,CB,Greedy,Williams,Greedy Williams,26,23,74,185,75,3460000,3000000,881107200,2
KAN,Cowboys,11,DT,Brent,Urban,Brent Urban,95,30,79,295,75,500000,1250000,673401600,7
KAN,Cowboys,11,P,Bryan,Anger,Bryan Anger,5,32,75,202,75,850000,140000,592099200,9
KAN,Cowboys,11,SS,Donovan,Wilson,Donovan Wilson,6,26,72,204,75,2540000,120000,793324800,2
CHI,Broncos,4,LE,Dre'Mont,Jones,Dre'Mont Jones,93,24,75,281,75,3110000,1040000,852422400,2
CHI,Broncos,4,HB,Javonte,Williams,Javonte Williams,33,21,70,215,75,8865752,3800000,956620800,0
CHI,Broncos,4,MLB,Josey,Jewell,Josey Jewell,47,26,73,236,75,3890000,720000,788313600,3
CHI,Broncos,4,CB,Michael,Ojemudia,Michael Ojemudia,13,23,73,200,75,3740000,1010000,874022400,1
CHI,Broncos,4,P,Sam,Martin,Sam Martin,6,31,73,211,75,5050000,1990000,636076800,8
ATL,Lions,19,CB,Amani,Oruwariye,Amani Oruwariye,24,25,74,205,75,2520000,320000,823824000,2
ATL,Lions,19,WR,Breshad,Perriman,Breshad Perriman,19,27,74,215,75,500000,1940000,747619200,6
ATL,Lions,19,LE,Da'Shawn,Hand,Da'Shawn Hand,93,25,75,297,75,2460000,680000,816307200,3
ATL,Lions,19,TE,Darren,Fells,Darren Fells,80,35,79,270,75,530000,460000,514512000,8
ATL,Lions,19,RT,Penei,Sewell,Penei Sewell,58,20,77,331,75,9220000,14880000,971049600,0
ATL,Lions,19,CB,Quinton,Dunbar,Quinton Dunbar,1,29,74,202,75,850000,140000,711763200,6
ATL,Packers,20,MLB,Krys,Barnes,Krys Barnes,51,23,74,229,75,1390000,0,891475200,1
ATL,Texans,32,RT,Marcus,Cannon,Marcus Cannon,61,33,78,335,75,24800000,8690000,578880000,10
ATL,Texans,32,CB,Terrance,Mitchell,Terrance Mitchell,39,29,71,190,75,3500000,3000000,706924800,7
KAN,Colts,10,TE,Mo,Alie-Cox,Mo Alie-Cox,81,27,77,267,75,3380000,0,748396800,3
KAN,Colts,10,P,Rigoberto,Sanchez,Rigoberto Sanchez,8,26,72,195,75,8250000,4000000,778982400,4
KAN,Colts,10,CB,T.J.,Carrie,T.J. Carrie,38,31,72,204,75,1530000,500000,649123200,7
KAN,Colts,10,WR,Zach,Pascal,Zach Pascal,14,26,74,214,75,3380000,0,787708800,4
ATL,Jaguars,17,WR,Phillip,Dorsett II,Phillip Dorsett II,13,28,70,192,75,850000,0,726192000,6
KAN,Chiefs,9,MLB,Anthony,Hitchens,Anthony Hitchens,53,29,72,235,75,24500000,20490000,708134400,7
KAN,Chiefs,9,C,Austin,Blythe,Austin Blythe,66,29,75,300,75,990000,0,708652800,5
KAN,Chiefs,9,HB,Jerick,McKinnon,Jerick McKinnon,1,29,69,208,75,850000,0,704851200,7
KAN,Chiefs,9,CB,Mike,Hughes,Mike Hughes,21,24,70,189,75,4620000,3930000,855619200,3
KAN,Chiefs,9,CB,Rashad,Fenton,Rashad Fenton,27,24,71,188,75,2540000,130000,856137600,2
KAN,Chiefs,9,SS,Will,Parks,Will Parks,20,27,73,200,75,850000,0,775440000,5
ATL,Raiders,23,FB,Alec,Ingold,Alec Ingold,45,25,73,240,75,1760000,0,836870400,2
ATL,Rams,24,HB,Darrell,Henderson Jr,Darrell Henderson Jr,27,24,68,208,75,3120000,1080000,871948800,2
MIN,Vikings,31,HB,Alexander,Mattison,Alexander Mattison,25,23,71,221,75,2650000,820000,898214400,2
MIN,Vikings,31,P,Britton,Colquitt,Britton Colquitt,2,36,75,210,75,4870000,2760000,480124800,12
MIN,Vikings,31,TE,Irv,Smith Jr,Irv Smith Jr,84,23,74,242,75,3310000,2480000,902620800,2
MIN,Vikings,31,FS,Xavier,Woods,Xavier Woods,23,26,71,208,75,500000,1250000,806716800,4
ATL,Patriots,22,HB,Damien,Harris,Damien Harris,37,24,70,213,75,2750000,880000,855619200,2
ATL,Patriots,22,LE,Henry,Anderson,Henry Anderson,94,30,78,301,75,4000000,3000000,681177600,6
ATL,Patriots,22,WR,Jakobi,Meyers,Jakobi Meyers,16,24,74,203,75,1760000,0,847411200,2
ATL,Saints,27,FS,P.J.,Williams,P.J. Williams,26,28,72,196,75,500000,1800000,738892800,6
ATL,Saints,27,WR,Tre'Quan,Smith,Tre'Quan Smith,10,25,74,210,75,3990000,800000,820972800,3
ATL,Giants,16,SS,Julian,Love,Julian Love,20,23,71,195,75,2540000,760000,890265600,2
ATL,Jets,18,FS,Ashtyn,Davis,Ashtyn Davis,21,24,73,202,75,3790000,1120000,844905600,1
ATL,Jets,18,C,Connor,McGovern,Connor McGovern,60,28,76,306,75,10000000,16990000,735868800,5
ATL,Jets,18,QB,Zach,Wilson,Zach Wilson,2,22,74,214,75,35150681,22920000,933638400,0
MIA,Eagles,13,WR,DeVonta,Smith,DeVonta Smith,6,22,72,172,75,8140000,12000000,911001600,0
MIA,Eagles,13,HB,Kerryon,Johnson,Kerryon Johnson,34,24,71,211,75,920000,0,867628800,3
SFO,49ers,15,DT,Zach,Kerr,Zach Kerr,92,31,74,334,75,720000,250000,651888000,7
ATL,Seahawks,28,CB,Ahkello,Witherspoon,Ahkello Witherspoon,2,26,74,195,75,500000,3500000,795744000,4
ATL,Seahawks,28,DT,Al,Woods,Al Woods,93,34,76,309,75,1660000,750000,543628800,11
ATL,Seahawks,28,CB,Pierre,Desir,Pierre Desir,35,30,73,206,75,850000,140000,652752000,7
CHI,Buccaneers,6,RG,Alex,Cappa,Alex Cappa,65,26,78,305,75,3980000,800000,791164800,3
ATL,Titans,30,CB,Caleb,Farley,Caleb Farley,23,22,74,207,75,6320000,7170000,909964800,0
ATL,Commanders,26,MLB,Cole,Holcomb,Cole Holcomb,55,25,73,240,75,2540000,200000,836092800,2
ATL,Commanders,26,QB,Ryan,Fitzpatrick,Ryan Fitzpatrick,14,38,74,228,75,3940000,6000000,406944000,16
ARI,Cardinals,7,P,Andy,Lee,Andy Lee,4,39,73,185,74,500000,580000,397872000,17
ARI,Cardinals,7,RG,Brian,Winters,Brian Winters,65,30,76,320,74,500000,490000,679622400,8
ARI,Cardinals,7,TE,Maxx,Williams,Maxx Williams,87,27,76,252,74,7060000,750000,766108800,6
ATL,Falcons,14,FS,Erik,Harris,Erik Harris,23,31,74,220,74,750000,600000,639014400,6
ATL,Falcons,14,CB,Isaiah,Oliver,Isaiah Oliver,26,24,72,210,74,4250000,1440000,844041600,3
ATL,Falcons,14,CB,Kendall,Sheffield,Kendall Sheffield,20,25,70,210,74,2540000,720000,833414400,2
ATL,Ravens,25,SS,Anthony,Levine Sr,Anthony Levine Sr,41,34,71,207,74,650000,230000,543801600,11
ATL,Ravens,25,RE,Justin,Madubuike,Justin Madubuike,92,23,75,300,74,3760000,1080000,879724800,1
ATL,Ravens,25,LOLB,Tyus,Bowser,Tyus Bowser,54,26,75,240,74,11000000,11000000,801187200,4
CHI,Bills,3,WR,Isaiah,McKenzie,Isaiah McKenzie,19,26,68,173,74,640000,350000,797385600,4
CHI,Bills,3,P,Matt,Haack,Matt Haack,3,27,72,205,74,2000000,0,775094400,4
ATL,Panthers,21,MLB,Denzel,Perryman,Denzel Perryman,52,28,71,240,74,3460000,2540000,723513600,6
ATL,Panthers,21,CB,Jaycee,Horn,Jaycee Horn,8,21,73,200,74,8400000,12720000,943574400,0
ATL,Panthers,21,K,Joey,Slye,Joey Slye,4,25,70,213,74,1440000,0,829094400,2
ATL,Panthers,21,CB,Rashaan,Melvin,Rashaan Melvin,29,31,74,194,74,850000,0,623289600,7
CHI,Bears,1,WR,Damiere,Byrd,Damiere Byrd,10,28,69,175,74,600000,390000,728092800,6
CHI,Bears,1,QB,Justin,Fields,Justin Fields,1,22,75,227,74,7790000,11080000,920592000,0
CHI,Bears,1,WR,Marquise,Goodwin,Marquise Goodwin,84,30,69,179,74,640000,350000,658972800,8
KAN,Cowboys,11,TE,Dalton,Schultz,Dalton Schultz,86,25,77,244,74,3890000,440000,837043200,3
KAN,Cowboys,11,MLB,Micah,Parsons,Micah Parsons,11,22,75,246,74,7300000,9780000,927676800,0
CHI,Broncos,4,ROLB,Malik,Reed,Malik Reed,59,25,74,235,74,1740000,30000,839203200,2
ATL,Lions,19,CB,Jeff,Okudah,Jeff Okudah,23,22,73,202,74,2000000,31530000,917913600,1
ATL,Packers,20,WR,Allen,Lazard,Allen Lazard,13,25,77,227,74,850000,0,818640000,3
ATL,Packers,20,CB,Chandon,Sullivan,Chandon Sullivan,39,25,71,189,74,2130000,0,839376000,3
ATL,Packers,20,MLB,De'Vondre,Campbell,De'Vondre Campbell,59,28,76,232,74,990000,200000,741484800,5
ATL,Packers,20,LE,Dean,Lowry,Dean Lowry,94,27,78,296,74,7490000,4240000,771120000,5
ATL,Packers,20,RE,Kingsley,Keke,Kingsley Keke,96,24,75,288,74,2540000,290000,843696000,2
ATL,Texans,32,WR,Chris,Conley,Chris Conley,17,28,75,205,74,500000,1000000,719971200,6
ATL,Texans,32,ROLB,Christian,Kirksey,Christian Kirksey,58,29,74,235,74,2190000,500000,715219200,7
ATL,Texans,32,TE,Jordan,Akins,Jordan Akins,88,29,76,243,74,3960000,760000,703641600,3
ATL,Texans,32,WR,Keke,Coutee,Keke Coutee,16,24,71,187,74,2460000,720000,853200000,3
ATL,Texans,32,HB,Rex,Burkhead,Rex Burkhead,28,31,70,215,74,1370000,130000,646876800,8
ATL,Texans,32,RE,Whitney,Mercilus,Whitney Mercilus,59,31,76,258,74,11250000,17550000,648518400,9
KAN,Colts,10,LT,Eric,Fisher,Eric Fisher,79,30,79,315,74,2380000,4000000,663033600,8
ATL,Jaguars,17,LT,Cam,Robinson,Cam Robinson,74,25,78,320,74,13750000,0,813196800,4
ATL,Jaguars,17,DT,Davon,Hamilton,Davon Hamilton,52,24,76,320,74,3760000,1060000,854755200,1
ATL,Jaguars,17,FS,Jarrod,Wilson,Jarrod Wilson,25,27,74,210,74,5350000,1890000,760752000,5
ATL,Raiders,23,P,A.J.,Cole III,A.J. Cole III,6,25,76,220,74,1770000,100000,817430400,2
ATL,Raiders,23,ROLB,Cory,Littleton,Cory Littleton,42,27,75,228,74,18690000,9170000,753580800,5
ATL,Raiders,23,CB,Damon,Arnette Jr,Damon Arnette Jr,20,24,72,195,74,2000000,11420000,841622400,1
ATL,Raiders,23,SS,Johnathan,Abram,Johnathan Abram,24,24,72,205,74,2250000,9240000,846201600,2
ATL,Raiders,23,DT,Solomon,Thomas,Solomon Thomas,92,26,75,280,74,500000,2300000,809395200,4
ARI,Chargers,8,RE,Jerry,Tillery,Jerry Tillery,99,24,78,295,74,2420000,9000000,844732800,2
ARI,Chargers,8,LG,Matt,Feiler,Matt Feiler,71,29,78,330,74,8500000,12500000,710467200,6
ARI,Chargers,8,CB,Michael,Davis,Michael Davis,43,26,74,196,74,15300000,9900000,789350400,4
ATL,Rams,24,C,Austin,Corbett,Austin Corbett,63,25,76,306,74,3970000,890000,810259200,3
ATL,Rams,24,FS,Taylor,Rapp,Taylor Rapp,24,23,72,208,74,3050000,1610000,882748800,2
ATL,Rams,24,SS,Terrell,Burgess,Terrell Burgess,26,22,71,202,74,3660000,840000,910828800,1
MIA,Dolphins,12,DT,Adam,Butler,Adam Butler,70,27,77,300,74,4250000,3250000,766108800,4
MIA,Dolphins,12,WR,Albert,Wilson,Albert Wilson,2,29,69,195,74,2850000,2330000,710899200,7
MIA,Dolphins,12,RT,D.J.,Fluker,D.J. Fluker,76,30,77,342,74,850000,0,668822400,8
MIA,Dolphins,12,WR,Jakeem,Grant Sr,Jakeem Grant Sr,19,28,67,171,74,17200000,3260000,720403200,5
MIA,Dolphins,12,FS,Jevon,Holland,Jevon Holland,22,21,73,207,74,8716409,3690000,952041600,0
MIA,Dolphins,12,HB,Myles,Gaskin,Myles Gaskin,37,24,70,194,74,2540000,80000,855964800,2
MIA,Dolphins,12,CB,Nik,Needham,Nik Needham,40,24,72,193,74,850000,0,847065600,2
MIA,Dolphins,12,WR,Preston,Williams,Preston Williams,18,24,76,218,74,1760000,0,859420800,2
MIA,Dolphins,12,DT,Raekwon,Davis,Raekwon Davis,98,24,78,330,74,3610000,2050000,872121600,1
MIN,Vikings,31,CB,Bashaud,Breeland,Bashaud Breeland,21,29,71,195,74,650000,2080000,696729600,7
ATL,Patriots,22,MLB,Ja'Whaun,Bentley,Ja'Whaun Bentley,8,25,74,255,74,2460000,320000,840844800,3
ATL,Patriots,22,SS,Jalen,Mills,Jalen Mills,2,27,72,191,74,14930000,9010000,765590400,5
ATL,Giants,16,LE,B.J.,Hill,B.J. Hill,95,25,75,311,74,4170000,1040000,829958400,3
ATL,Giants,16,LOLB,Lorenzo,Carter,Lorenzo Carter,59,25,77,255,74,4180000,1040000,818553600,3
ATL,Giants,16,FS,Xavier,McKinney,Xavier McKinney,29,23,72,201,74,3360000,5040000,902534400,1
ATL,Jets,18,CB,Blessuan,Austin,Blessuan Austin,31,25,73,195,74,2540000,160000,837734400,2
ATL,Jets,18,P,Braden,Mann,Braden Mann,7,23,71,198,74,3300000,160000,880329600,1
ATL,Jets,18,HB,Tevin,Coleman,Tevin Coleman,23,28,73,210,74,700000,400000,734918400,6
MIA,Eagles,13,HB,Boston,Scott,Boston Scott,35,26,66,203,74,920000,0,798940800,3
MIA,Eagles,13,LE,Ryan,Kerrigan,Ryan Kerrigan,90,33,76,265,74,1070000,1430000,587692800,10
ATL,Steelers,29,HB,Benny,Snell,Benny Snell,24,23,70,224,74,2520000,700000,888451200,2
ATL,Steelers,29,WR,James,Washington,James Washington,13,25,71,213,74,3140000,1360000,828403200,3
SFO,49ers,15,RE,Samson,Ebukam,Samson Ebukam,56,26,75,245,74,7000000,5000000,799977600,4
SFO,49ers,15,QB,Trey,Lance,Trey Lance,5,21,76,224,74,34105277,22160000,957830400,0
SFO,49ers,15,HB,Trey,Sermon,Trey Sermon,28,22,72,215,74,4872933,900000,917654400,0
SFO,49ers,15,HB,Wayne,Gallman Jr,Wayne Gallman Jr,22,26,72,216,74,850000,0,780969600,4
ATL,Seahawks,28,CB,Damarious,Randall,Damarious Randall,23,29,71,196,74,850000,140000,715046400,6
CHI,Buccaneers,6,K,Ryan,Succop,Ryan Succop,3,34,74,218,74,7500000,4490000,527472000,12
ATL,Titans,30,SS,Amani,Hooker,Amani Hooker,37,23,71,210,74,2540000,720000,897782400,2
ATL,Commanders,26,WR,Adam,Humphries,Adam Humphries,19,28,71,195,74,1040000,150000,740880000,6
ATL,Commanders,26,CB,Darryl,Roberts,Darryl Roberts,34,30,72,182,74,870000,630000,659577600,6
ATL,Commanders,26,K,Dustin,Hopkins,Dustin Hopkins,3,30,74,203,74,570000,1890000,654739200,8
ATL,Commanders,26,LG,Ereck,Flowers,Ereck Flowers,79,27,78,329,74,11000000,7000000,767232000,6
ATL,Commanders,26,CB,Jimmy,Moreland,Jimmy Moreland,20,26,70,182,74,2540000,80000,809395200,2
ATL,Commanders,26,DT,Tim,Settle,Tim Settle,97,24,75,308,74,2460000,280000,868579200,3
ARI,Cardinals,7,WR,Andy,Isabella,Andy Isabella,17,24,69,188,73,3050000,1570000,848275200,2
ARI,Cardinals,7,RE,Jordan,Phillips,Jordan Phillips,97,28,78,341,73,16000000,12000000,717033600,6
ARI,Cardinals,7,CB,Robert,Alford,Robert Alford,23,32,70,186,73,850000,0,594345600,8
ARI,Cardinals,7,SS,Shawn,Williams,Shawn Williams,36,30,72,210,73,920000,70000,674092800,8
ARI,Cardinals,7,MLB,Zaven,Collins,Zaven Collins,25,22,76,260,73,6650000,8040000,927072000,0
ATL,Falcons,14,ROLB,Dante,Fowler Jr,Dante Fowler Jr,56,27,75,255,73,22380000,15490000,775872000,6
ATL,Falcons,14,TE,Lee,Smith,Lee Smith,85,33,78,265,73,5000000,4000000,564451200,10
ATL,Falcons,14,SS,Richie,Grant,Richie Grant,27,23,72,197,73,8268365,3370000,879033600,0
CHI,Bills,3,DT,Vernon,Butler Jr,Vernon Butler Jr,94,27,76,330,73,5320000,7620000,771552000,5
ATL,Panthers,21,DT,Morgan,Fox,Morgan Fox,91,26,75,260,73,3560000,4540000,779328000,5
CHI,Bengals,2,RG,Quinton,Spain,Quinton Spain,67,30,76,330,73,850000,140000,681523200,6
CHI,Bengals,2,RT,Riley,Reiff,Riley Reiff,71,32,78,313,73,1980000,2750000,596937600,9
KAN,Cowboys,11,TE,Blake,Jarwin,Blake Jarwin,89,27,77,260,73,16250000,5750000,774316800,4
KAN,Cowboys,11,P,Hunter,Niswander,Hunter Niswander,10,26,77,245,73,1360000,0,785808000,1
KAN,Cowboys,11,CB,Maurice,Canady,Maurice Canady,31,27,73,193,73,1050000,200000,769910400,4
CHI,Broncos,4,RT,Bobby,Massie,Bobby Massie,70,32,78,312,73,1280000,1000000,617932800,9
CHI,Broncos,4,QB,Teddy,Bridgewater,Teddy Bridgewater,5,28,74,215,73,2500000,16000000,721353600,7
ATL,Lions,19,MLB,Alex,Anzalone,Alex Anzalone,34,26,75,241,73,500000,1250000,780192000,4
ATL,Lions,19,MLB,Jahlani,Tavai,Jahlani Tavai,51,24,74,250,73,3560000,3330000,843868800,2
ATL,Lions,19,SS,Tracy,Walker,Tracy Walker,21,26,73,206,73,4010000,880000,791596800,3
ATL,Lions,19,RT,Tyrell,Crosby,Tyrell Crosby,65,25,76,315,73,3890000,280000,810259200,3
ATL,Packers,20,CB,Kevin,King,Kevin King,20,26,75,200,73,500000,1470000,799632000,4
ATL,Texans,32,RE,Jordan,Jenkins,Jordan Jenkins,50,27,75,259,73,4850000,1000000,773020800,5
ATL,Texans,32,C,Justin,Britt,Justin Britt,68,30,78,315,73,1500000,500000,675475200,6
ATL,Texans,32,CB,Vernon,Hargreaves III,Vernon Hargreaves III,26,26,70,205,73,1500000,500000,802137600,5
